Mod:Item:MetaData, Localized Name
ic2:te:42, Жидкостный/Твердотельный наполняющий механизм
ic2:te:43, Компрессор
ic2:te:44, Электрическая печь
ic2:te:45, Экстрактор
ic2:te:46, Железная печь
ic2:te:47, Дробитель
ic2:te:48, Утилизатор
ic2:te:49, Наполнитель
ic2:te:50, Доменная печь
ic2:te:51, Режущая машина
ic2:te:52, Термальная центрифуга
ic2:te:53, Ферментер
ic2:te:54, Индукционная печь
ic2:te:55, Формовщик металла
ic2:te:56, Рудопромывочная машина
ic2:te:57, Продвинутая буровая установка
ic2:te:58, Сборщик урожая
ic2:te:59, Автосадовник
ic2:te:60, Буровая установка
ic2:te:61, Производитель материи
ic2:te:62, Шаблонохранитель
ic2:te:63, Репликатор
ic2:te:64, Сканер
ic2:te:65, Энергообменник
ic2:te:66, Личный сейф
ic2:te:67, Ресурсообменник
ic2:te:68, Заряжающая плита (Энергохранитель)
ic2:te:68, Заряжающая плита (Энергохранитель)
ic2:te:69, Заряжающая плита (МЭСН)
ic2:te:69, Заряжающая плита (МЭСН)
ic2:te:70, Заряжающая плита (МФЭ)
ic2:te:70, Заряжающая плита (МФЭ)
ic2:te:71, Заряжающая плита (МФСУ)
ic2:te:71, Заряжающая плита (МФСУ)
ic2:te:72, Энергохранитель
ic2:te:72, Энергохранитель
ic2:te:73, Медный энергохранитель среднего напряжения (МЭСН)
ic2:te:73, Медный энергохранитель среднего напряжения (МЭСН)
ic2:te:74, Многофункциональный энергохранитель (МФЭ)
ic2:te:74, Многофункциональный энергохранитель (МФЭ)
ic2:te:75, Многофункциональное сверхвместительное устройство (МФСУ)
ic2:te:75, Многофункциональное сверхвместительное устройство (МФСУ)
ic2:te:76, Электролизёр
ic2:te:77, Трансформатор Низкого Напряжения
ic2:te:78, Трансформатор Среднего Напряжения
ic2:te:79, Трансформатор Высокого Напряжения
ic2:te:80, Трансформатор Сверхвысокого Напряжения
ic2:te:81, Бак
ic2:te:82, Загрузчик чанков
ic2:te:83, Компактный предметный буфер
ic2:te:84, Впрыскиватель реакторного хладагента (красного)
ic2:te:85, Впрыскиватель реакторного хладагента (лазуревого)
ic2:te:86, Творческий Генератор
ic2:te:87, Паровой Ре-Нагнетатель
ic2:te:88, Промышленный верстак
ic2:te:89, Групповой крафт
ic2:te:90, Weighted Fluid Distributor
ic2:te:91, Weighted Item Distributor
ic2:resource:0, Базальт
ic2:resource:1, Медная руда
ic2:resource:2, Свинцовая руда
ic2:resource:3, Оловянная руда
ic2:resource:4, Урановая руда
ic2:resource:5, Бронзовый блок
ic2:resource:6, Медный блок
ic2:resource:7, Свинцовый блок
ic2:resource:8, Стальной блок
ic2:resource:9, Оловянный блок
ic2:resource:10, Урановый блок
ic2:resource:11, Укреплённый камень
ic2:resource:12, Основной корпус машины
ic2:resource:13, Расширенный корпус машины
ic2:resource:14, Реактор сосудов высокого давления
ic2:resource:15, Серебрянный блок
ic2:leaves, ic2.leaves.name
ic2:rubber_wood, ic2.rubber_wood.name
ic2:sapling, ic2.sapling.rubber.name
ic2:scaffold:0, Леса
ic2:scaffold:1, Укреплённые леса
ic2:scaffold:2, Железные леса
ic2:scaffold:3, Укрепленные железные леса
ic2:fence:0, Железный забор
ic2:sheet, ic2.sheet.name
ic2:glass:0, Укреплённое стекло
ic2:foam:0, Строительная пена
ic2:foam:1, Укреплённая строительная пена
ic2:wall:0, Стена строительной пены (Чёрная)
ic2:wall:1, Стена строительной пены (Синяя)
ic2:wall:2, Стена строительной пены (Коричневая)
ic2:wall:3, Стена строительной пены (Голубая)
ic2:wall:4, Стена строительной пены (Серая)
ic2:wall:5, Стена строительной пены (Зелёная)
ic2:wall:6, Стена строительной пены (Светло-голубая)
ic2:wall:7, Стена строительной пены (Светло-серая)
ic2:wall:8, Стена строительной пены (Лаймовая)
ic2:wall:9, Стена строительной пены (Пурпурная)
ic2:wall:10, Стена строительной пены (Оранжевая)
ic2:wall:11, Стена строительной пены (Розовая)
ic2:wall:12, Стена строительной пены (Фиолетовый)
ic2:wall:13, Стена строительной пены (Красная)
ic2:wall:14, Стена строительной пены (Белая)
ic2:wall:15, Стена строительной пены (Жёлтая)
ic2:mining_pipe:0, Буровая труба
ic2:reinforced_door, ic2.reinforced_door.name
ic2:uu_matter, ic2.uu_matter.name
ic2:construction_foam, ic2.construction_foam.name
ic2:coolant, ic2.coolant.name
ic2:hot_coolant, ic2.hot_coolant.name
ic2:pahoehoe_lava, ic2.pahoehoe_lava.name
ic2:biomass, ic2.biomass.name
ic2:biogas, ic2.biogas.name
ic2:distilled_water, ic2.distilled_water.name
ic2:superheated_steam, ic2.superheated_steam.name
ic2:steam, ic2.steam.name
ic2:hot_water, ic2.hot_water.name
ic2:weed_ex, ic2.weed_ex.name
ic2:air, ic2.air.name
ic2:hydrogen, ic2.hydrogen.name
ic2:oxygen, ic2.oxygen.name
ic2:heavy_water, ic2.heavy_water.name
ic2:advanced_batpack, ic2.advanced_batpack.name
ic2:alloy_chestplate, ic2.alloy_chestplate.name
ic2:batpack, ic2.batpack.name
ic2:bronze_boots, ic2.bronze_boots.name
ic2:bronze_chestplate, ic2.bronze_chestplate.name
ic2:bronze_helmet, ic2.bronze_helmet.name
ic2:bronze_leggings, ic2.bronze_leggings.name
ic2:cf_pack, ic2.cf_pack.name
ic2:energy_pack, ic2.energy_pack.name
ic2:hazmat_chestplate, ic2.hazmat_chestplate.name
ic2:hazmat_helmet, ic2.hazmat_helmet.name
ic2:hazmat_leggings, ic2.hazmat_leggings.name
ic2:jetpack, ic2.jetpack.name
ic2:jetpack_electric, ic2.jetpack_electric.name
ic2:lappack, ic2.lappack.name
ic2:nano_boots, ic2.nano_boots.name
ic2:nano_chestplate, ic2.nano_chestplate.name
ic2:nano_helmet, ic2.nano_helmet.name
ic2:nano_leggings, ic2.nano_leggings.name
ic2:nightvision_goggles, ic2.nightvision_goggles.name
ic2:quantum_boots, ic2.quantum_boots.name
ic2:quantum_chestplate, ic2.quantum_chestplate.name
ic2:quantum_helmet, ic2.quantum_helmet.name
ic2:quantum_leggings, ic2.quantum_leggings.name
ic2:rubber_boots, ic2.rubber_boots.name
ic2:solar_helmet, ic2.solar_helmet.name
ic2:static_boots, ic2.static_boots.name
ic2:boat:0, Повреждённая резиновая шлюпка
ic2:boat:1, Резиновая шлюпка
ic2:boat:2, Углепластиковое каноэ
ic2:boat:3, Электролодка
ic2:barrel, ic2.barrel.name
ic2:mug:0, Каменная кружка
ic2:mug:1, Холодный кофе
ic2:mug:2, Тёмный кофе
ic2:mug:3, Кофе
ic2:booze_mug, ic2.booze_mug.name
ic2:crushed:0, Измельчённая медная руда
ic2:crushed:1, Измельчённая золотая руда
ic2:crushed:2, Измельчённая железная руда
ic2:crushed:3, Измельчённая свинцовая руда
ic2:crushed:4, Измельчённая серебряная руда
ic2:crushed:5, Измельчённая оловянная руда
ic2:crushed:6, Измельчённая урановая руда
ic2:purified:0, Очищенная измельчённая медная руда
ic2:purified:1, Очищенная измельчённая золотая руда
ic2:purified:2, Очищенная измельчённая железная руда
ic2:purified:3, Очищенная измельчённая свинцовая руда
ic2:purified:4, Очищенная измельчённая серебряная руда
